iteration,user_id,chosen_arm_index,model_name,reward,exploration_reward,accuracy_proxy,novelty_score,serendipity_score,alphas,betas,means,success_rates,temperature,exploration_rate
559,276,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[471.13   2.47],[56.13 49.47],[0.89354398 0.04755487],[0.90448343 0.        ],0.1,0.08392857142857142
560,512,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[472.14   2.47],[56.14 49.47],[0.8937306  0.04755487],[0.90466926 0.        ],0.1,0.08377896613190731
561,330,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[473.15   2.47],[56.15 49.47],[0.89391649 0.04755487],[0.90485437 0.        ],0.1,0.08362989323843416
562,312,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[474.16   2.47],[56.16 49.47],[0.89410167 0.04755487],[0.90503876 0.        ],0.1,0.08348134991119005
563,376,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[475.17   2.47],[56.17 49.47],[0.89428614 0.04755487],[0.90522244 0.        ],0.1,0.08333333333333333
564,294,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[476.18   2.47],[56.18 49.47],[0.89446991 0.04755487],[0.90540541 0.        ],0.1,0.0831858407079646
565,495,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[477.19   2.47],[56.19 49.47],[0.89465297 0.04755487],[0.90558767 0.        ],0.1,0.08303886925795052
566,541,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[478.2    2.47],[56.2  49.47],[0.89483533 0.04755487],[0.90576923 0.        ],0.1,0.08289241622574955
567,8,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[479.21   2.47],[56.21 49.47],[0.895017   0.04755487],[0.9059501 0.       ],0.1,0.08274647887323944
568,107,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[480.22   2.47],[56.22 49.47],[0.89519797 0.04755487],[0.90613027 0.        ],0.1,0.08260105448154657
569,170,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[481.23   2.47],[56.23 49.47],[0.89537826 0.04755487],[0.90630975 0.        ],0.1,0.0824561403508772
570,392,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[482.24   2.47],[56.24 49.47],[0.89555787 0.04755487],[0.90648855 0.        ],0.1,0.08231173380035026
571,503,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[483.25   2.47],[56.25 49.47],[0.89573679 0.04755487],[0.90666667 0.        ],0.1,0.08216783216783216
572,414,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[484.26   2.47],[56.26 49.47],[0.89591504 0.04755487],[0.90684411 0.        ],0.1,0.08202443280977312
573,358,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[485.27   2.47],[56.27 49.47],[0.89609262 0.04755487],[0.90702087 0.        ],0.1,0.08188153310104529
574,341,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[486.28   2.47],[56.28 49.47],[0.89626954 0.04755487],[0.90719697 0.        ],0.1,0.0817391304347826
575,517,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[487.29   2.47],[56.29 49.47],[0.89644579 0.04755487],[0.9073724 0.       ],0.1,0.08159722222222222
576,477,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[488.3    2.47],[56.3  49.47],[0.89662137 0.04755487],[0.90754717 0.        ],0.1,0.08145580589254767
577,139,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[489.31   2.47],[56.31 49.47],[0.89679631 0.04755487],[0.90772128 0.        ],0.1,0.08131487889273356
578,80,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[490.32   2.47],[56.32 49.47],[0.89697058 0.04755487],[0.90789474 0.        ],0.1,0.08117443868739206
579,459,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[491.33   2.47],[56.33 49.47],[0.89714421 0.04755487],[0.90806754 0.        ],0.1,0.08103448275862069
580,272,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[492.34   2.47],[56.34 49.47],[0.8973172  0.04755487],[0.9082397 0.       ],0.1,0.08089500860585198
581,573,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[493.35   2.47],[56.35 49.47],[0.89748954 0.04755487],[0.90841121 0.        ],0.1,0.08075601374570447
582,411,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[494.36   2.47],[56.36 49.47],[0.89766124 0.04755487],[0.90858209 0.        ],0.1,0.08061749571183534
583,18,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[495.37   2.47],[56.37 49.47],[0.89783231 0.04755487],[0.90875233 0.        ],0.1,0.08047945205479452
584,108,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[496.38   2.47],[56.38 49.47],[0.89800275 0.04755487],[0.90892193 0.        ],0.1,0.08034188034188035
585,404,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[497.39   2.47],[56.39 49.47],[0.89817256 0.04755487],[0.90909091 0.        ],0.1,0.08020477815699659
586,557,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[498.4    2.47],[56.4  49.47],[0.89834174 0.04755487],[0.90925926 0.        ],0.1,0.08006814310051108
587,75,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[499.41   2.47],[56.41 49.47],[0.89851031 0.04755487],[0.90942699 0.        ],0.1,0.07993197278911565
588,527,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[500.42   2.47],[56.42 49.47],[0.89867826 0.04755487],[0.9095941 0.       ],0.1,0.07979626485568761
589,65,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[501.43   2.47],[56.43 49.47],[0.89884559 0.04755487],[0.90976059 0.        ],0.1,0.07966101694915254
590,605,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[502.44   2.47],[56.44 49.47],[0.89901231 0.04755487],[0.90992647 0.        ],0.1,0.07952622673434856
591,135,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[503.45   2.47],[56.45 49.47],[0.89917842 0.04755487],[0.91009174 0.        ],0.1,0.07939189189189189
592,259,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[504.46   2.47],[56.46 49.47],[0.89934393 0.04755487],[0.91025641 0.        ],0.1,0.07925801011804384
593,610,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[505.47   2.47],[56.47 49.47],[0.89950884 0.04755487],[0.91042048 0.        ],0.1,0.07912457912457913
594,420,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[506.48   2.47],[56.48 49.47],[0.89967316 0.04755487],[0.91058394 0.        ],0.1,0.07899159663865546
595,163,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[507.49   2.47],[56.49 49.47],[0.89983687 0.04755487],[0.91074681 0.        ],0.1,0.07885906040268456
596,592,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[508.5    2.47],[56.5  49.47],[0.9        0.04755487],[0.91090909 0.        ],0.1,0.07872696817420435
597,583,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[509.51   2.47],[56.51 49.47],[0.90016254 0.04755487],[0.91107078 0.        ],0.1,0.07859531772575251
598,132,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[510.52   2.47],[56.52 49.47],[0.90032449 0.04755487],[0.91123188 0.        ],0.1,0.07846410684474124
599,374,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[511.53   2.47],[56.53 49.47],[0.90048586 0.04755487],[0.91139241 0.        ],0.1,0.07833333333333334
600,73,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[512.54   2.47],[56.54 49.47],[0.90064666 0.04755487],[0.91155235 0.        ],0.1,0.07820299500831947
601,47,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[513.55   2.47],[56.55 49.47],[0.90080688 0.04755487],[0.91171171 0.        ],0.1,0.07807308970099668
602,17,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[514.56   2.47],[56.56 49.47],[0.90096652 0.04755487],[0.9118705 0.       ],0.1,0.0779436152570481
603,311,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[515.57   2.47],[56.57 49.47],[0.9011256  0.04755487],[0.91202873 0.        ],0.1,0.07781456953642384
604,1,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[516.58   2.47],[56.58 49.47],[0.90128411 0.04755487],[0.91218638 0.        ],0.1,0.07768595041322314
605,167,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[517.59   2.47],[56.59 49.47],[0.90144206 0.04755487],[0.91234347 0.        ],0.1,0.07755775577557755
606,316,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[518.6    2.47],[56.6  49.47],[0.90159944 0.04755487],[0.9125 0.    ],0.1,0.07742998352553541
607,541,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[519.61   2.47],[56.61 49.47],[0.90175627 0.04755487],[0.91265597 0.        ],0.1,0.07730263157894737
608,216,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[520.62   2.47],[56.62 49.47],[0.90191255 0.04755487],[0.91281139 0.        ],0.1,0.07717569786535304
609,22,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[521.63   2.47],[56.63 49.47],[0.90206827 0.04755487],[0.91296625 0.        ],0.1,0.07704918032786885
610,485,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[522.64   2.47],[56.64 49.47],[0.90222345 0.04755487],[0.91312057 0.        ],0.1,0.07692307692307693
611,497,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[523.65   2.47],[56.65 49.47],[0.90237808 0.04755487],[0.91327434 0.        ],0.1,0.07679738562091504
612,436,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[524.66   2.47],[56.66 49.47],[0.90253217 0.04755487],[0.91342756 0.        ],0.1,0.0766721044045677
613,527,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[525.67   2.47],[56.67 49.47],[0.90268572 0.04755487],[0.91358025 0.        ],0.1,0.07654723127035831
614,323,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[526.68   2.47],[56.68 49.47],[0.90283873 0.04755487],[0.91373239 0.        ],0.1,0.07642276422764227
615,270,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[527.69   2.47],[56.69 49.47],[0.9029912  0.04755487],[0.91388401 0.        ],0.1,0.0762987012987013
616,175,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[528.7    2.47],[56.7  49.47],[0.90314315 0.04755487],[0.91403509 0.        ],0.1,0.07617504051863858
617,378,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[529.71   2.47],[56.71 49.47],[0.90329457 0.04755487],[0.91418564 0.        ],0.1,0.07605177993527508
618,205,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[530.72   2.47],[56.72 49.47],[0.90344546 0.04755487],[0.91433566 0.        ],0.1,0.07592891760904685
619,458,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[531.73   2.47],[56.73 49.47],[0.90359583 0.04755487],[0.91448517 0.        ],0.1,0.07580645161290323
620,178,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[532.74   2.47],[56.74 49.47],[0.90374567 0.04755487],[0.91463415 0.        ],0.1,0.07568438003220612
621,143,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[533.75   2.47],[56.75 49.47],[0.903895   0.04755487],[0.91478261 0.        ],0.1,0.07556270096463022
622,245,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[534.76   2.47],[56.76 49.47],[0.90404382 0.04755487],[0.91493056 0.        ],0.1,0.0754414125200642
623,414,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[535.77   2.47],[56.77 49.47],[0.90419212 0.04755487],[0.91507799 0.        ],0.1,0.07532051282051282
624,380,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[536.78   2.47],[56.78 49.47],[0.90433992 0.04755487],[0.91522491 0.        ],0.1,0.0752
625,306,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[537.79   2.47],[56.79 49.47],[0.9044872  0.04755487],[0.91537133 0.        ],0.1,0.07507987220447285
626,147,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[538.8    2.47],[56.8  49.47],[0.90463398 0.04755487],[0.91551724 0.        ],0.1,0.07496012759170653
627,174,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[539.81   2.47],[56.81 49.47],[0.90478026 0.04755487],[0.91566265 0.        ],0.1,0.07484076433121019
628,534,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[540.82   2.47],[56.82 49.47],[0.90492604 0.04755487],[0.91580756 0.        ],0.1,0.07472178060413355
629,334,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[541.83   2.47],[56.83 49.47],[0.90507133 0.04755487],[0.91595197 0.        ],0.1,0.0746031746031746
630,151,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[542.84   2.47],[56.84 49.47],[0.90521612 0.04755487],[0.91609589 0.        ],0.1,0.07448494453248812
631,577,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[543.85   2.47],[56.85 49.47],[0.90536041 0.04755487],[0.91623932 0.        ],0.1,0.07436708860759493
632,197,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[544.86   2.47],[56.86 49.47],[0.90550422 0.04755487],[0.91638225 0.        ],0.1,0.07424960505529225
633,24,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[545.87   2.47],[56.87 49.47],[0.90564754 0.04755487],[0.9165247 0.       ],0.1,0.07413249211356467
634,472,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[546.88   2.47],[56.88 49.47],[0.90579038 0.04755487],[0.91666667 0.        ],0.1,0.07401574803149606
635,150,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[547.89   2.47],[56.89 49.47],[0.90593274 0.04755487],[0.91680815 0.        ],0.1,0.07389937106918239
636,362,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[548.9    2.47],[56.9  49.47],[0.90607461 0.04755487],[0.91694915 0.        ],0.1,0.07378335949764521
637,83,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[549.91   2.47],[56.91 49.47],[0.90621601 0.04755487],[0.91708968 0.        ],0.1,0.07366771159874608
638,402,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[550.92   2.47],[56.92 49.47],[0.90635694 0.04755487],[0.91722973 0.        ],0.1,0.07355242566510173
639,490,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[551.93   2.47],[56.93 49.47],[0.90649739 0.04755487],[0.91736931 0.        ],0.1,0.0734375
640,169,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[552.94   2.47],[56.94 49.47],[0.90663737 0.04755487],[0.91750842 0.        ],0.1,0.07332293291731669
641,568,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[553.95   2.47],[56.95 49.47],[0.90677689 0.04755487],[0.91764706 0.        ],0.1,0.07320872274143302
642,594,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[554.96   2.47],[56.96 49.47],[0.90691594 0.04755487],[0.91778523 0.        ],0.1,0.07309486780715396
643,272,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[555.97   2.47],[56.97 49.47],[0.90705452 0.04755487],[0.91792295 0.        ],0.1,0.07298136645962733
644,486,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[556.98   2.47],[56.98 49.47],[0.90719265 0.04755487],[0.9180602 0.       ],0.1,0.07286821705426356
645,43,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[557.99   2.47],[56.99 49.47],[0.90733032 0.04755487],[0.91819699 0.        ],0.1,0.07275541795665634
646,198,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[559.     2.47],[57.   49.47],[0.90746753 0.04755487],[0.91833333 0.        ],0.1,0.07264296754250386
647,569,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[560.01   2.47],[57.01 49.47],[0.90760429 0.04755487],[0.91846922 0.        ],0.1,0.07253086419753087
648,377,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[561.02   2.47],[57.02 49.47],[0.9077406  0.04755487],[0.91860465 0.        ],0.1,0.0724191063174114
649,170,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[562.03   2.47],[57.03 49.47],[0.90787646 0.04755487],[0.91873964 0.        ],0.1,0.07230769230769231
650,266,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[563.04   2.47],[57.04 49.47],[0.90801187 0.04755487],[0.91887417 0.        ],0.1,0.07219662058371736
651,449,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[564.05   2.47],[57.05 49.47],[0.90814684 0.04755487],[0.91900826 0.        ],0.1,0.07208588957055215
652,350,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[565.06   2.47],[57.06 49.47],[0.90828136 0.04755487],[0.91914191 0.        ],0.1,0.07197549770290965
653,477,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[566.07   2.47],[57.07 49.47],[0.90841544 0.04755487],[0.91927512 0.        ],0.1,0.07186544342507645
654,22,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[567.08   2.47],[57.08 49.47],[0.90854909 0.04755487],[0.91940789 0.        ],0.1,0.0717557251908397
655,396,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[568.09   2.47],[57.09 49.47],[0.9086823  0.04755487],[0.91954023 0.        ],0.1,0.07164634146341463
656,148,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[569.1    2.47],[57.1  49.47],[0.90881508 0.04755487],[0.91967213 0.        ],0.1,0.0715372907153729
657,500,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[570.11   2.47],[57.11 49.47],[0.90894742 0.04755487],[0.9198036 0.       ],0.1,0.07142857142857142
658,148,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[571.12   2.47],[57.12 49.47],[0.90907933 0.04755487],[0.91993464 0.        ],0.1,0.07132018209408195
659,448,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[572.13   2.47],[57.13 49.47],[0.90921082 0.04755487],[0.92006525 0.        ],0.1,0.07121212121212121
660,504,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[573.14   2.47],[57.14 49.47],[0.90934188 0.04755487],[0.92019544 0.        ],0.1,0.07110438729198185
661,123,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[574.15   2.47],[57.15 49.47],[0.90947252 0.04755487],[0.9203252 0.       ],0.1,0.07099697885196375
662,221,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[575.16   2.47],[57.16 49.47],[0.90960273 0.04755487],[0.92045455 0.        ],0.1,0.07088989441930618
663,138,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[576.17   2.47],[57.17 49.47],[0.90973253 0.04755487],[0.92058347 0.        ],0.1,0.07078313253012049
664,165,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[577.18   2.47],[57.18 49.47],[0.90986191 0.04755487],[0.92071197 0.        ],0.1,0.07067669172932331
665,231,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[578.19   2.47],[57.19 49.47],[0.90999087 0.04755487],[0.92084006 0.        ],0.1,0.07057057057057058
666,295,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[579.2    2.47],[57.2  49.47],[0.91011942 0.04755487],[0.92096774 0.        ],0.1,0.0704647676161919
667,101,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[580.21   2.47],[57.21 49.47],[0.91024756 0.04755487],[0.92109501 0.        ],0.1,0.07035928143712575
668,210,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[581.22   2.47],[57.22 49.47],[0.91037529 0.04755487],[0.92122186 0.        ],0.1,0.07025411061285501
669,15,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[582.23   2.47],[57.23 49.47],[0.91050261 0.04755487],[0.92134831 0.        ],0.1,0.07014925373134329
670,551,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[583.24   2.47],[57.24 49.47],[0.91062953 0.04755487],[0.92147436 0.        ],0.1,0.07004470938897168
671,183,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[584.25   2.47],[57.25 49.47],[0.91075604 0.04755487],[0.9216 0.    ],0.1,0.06994047619047619
672,303,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[585.26   2.47],[57.26 49.47],[0.91088215 0.04755487],[0.92172524 0.        ],0.1,0.06983655274888559
673,269,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[586.27   2.47],[57.27 49.47],[0.91100786 0.04755487],[0.92185008 0.        ],0.1,0.06973293768545995
674,568,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[587.28   2.47],[57.28 49.47],[0.91113318 0.04755487],[0.92197452 0.        ],0.1,0.06962962962962962
675,68,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[588.29   2.47],[57.29 49.47],[0.91125809 0.04755487],[0.92209857 0.        ],0.1,0.0695266272189349
676,605,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[589.3    2.47],[57.3  49.47],[0.91138262 0.04755487],[0.92222222 0.        ],0.1,0.06942392909896603
677,113,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[590.31   2.47],[57.31 49.47],[0.91150675 0.04755487],[0.92234548 0.        ],0.1,0.06932153392330384
678,46,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[591.32   2.47],[57.32 49.47],[0.91163049 0.04755487],[0.92246835 0.        ],0.1,0.06921944035346098
679,564,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[592.33   2.47],[57.33 49.47],[0.91175384 0.04755487],[0.92259084 0.        ],0.1,0.06911764705882353
680,104,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[593.34   2.47],[57.34 49.47],[0.91187681 0.04755487],[0.92271293 0.        ],0.1,0.06901615271659324
681,555,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[594.35   2.47],[57.35 49.47],[0.91199939 0.04755487],[0.92283465 0.        ],0.1,0.0689149560117302
682,124,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[595.36   2.47],[57.36 49.47],[0.91212158 0.04755487],[0.92295597 0.        ],0.1,0.06881405563689605
683,27,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[596.37   2.47],[57.37 49.47],[0.9122434  0.04755487],[0.92307692 0.        ],0.1,0.06871345029239766
684,395,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[597.38   2.47],[57.38 49.47],[0.91236484 0.04755487],[0.92319749 0.        ],0.1,0.06861313868613139
685,438,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[598.39   2.47],[57.39 49.47],[0.91248589 0.04755487],[0.92331768 0.        ],0.1,0.06851311953352769
686,534,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[599.4    2.47],[57.4  49.47],[0.91260658 0.04755487],[0.9234375 0.       ],0.1,0.06841339155749636
687,256,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[600.41   2.47],[57.41 49.47],[0.91272689 0.04755487],[0.92355694 0.        ],0.1,0.06831395348837209
688,426,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[601.42   2.47],[57.42 49.47],[0.91284682 0.04755487],[0.92367601 0.        ],0.1,0.06821480406386067
689,550,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[602.43   2.47],[57.43 49.47],[0.91296639 0.04755487],[0.92379471 0.        ],0.1,0.06811594202898551
690,106,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[603.44   2.47],[57.44 49.47],[0.91308558 0.04755487],[0.92391304 0.        ],0.1,0.06801736613603473
691,411,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[604.45   2.47],[57.45 49.47],[0.91320441 0.04755487],[0.92403101 0.        ],0.1,0.06791907514450866
692,202,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[605.46   2.47],[57.46 49.47],[0.91332287 0.04755487],[0.92414861 0.        ],0.1,0.06782106782106782
693,117,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[606.47   2.47],[57.47 49.47],[0.91344097 0.04755487],[0.92426584 0.        ],0.1,0.06772334293948126
694,305,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[607.48   2.47],[57.48 49.47],[0.91355871 0.04755487],[0.92438272 0.        ],0.1,0.06762589928057554
695,364,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[608.49   2.47],[57.49 49.47],[0.91367609 0.04755487],[0.92449923 0.        ],0.1,0.06752873563218391
696,296,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[609.5    2.47],[57.5  49.47],[0.9137931  0.04755487],[0.92461538 0.        ],0.1,0.06743185078909612
697,384,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[610.51   2.47],[57.51 49.47],[0.91390976 0.04755487],[0.92473118 0.        ],0.1,0.0673352435530086
698,301,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[611.52   2.47],[57.52 49.47],[0.91402607 0.04755487],[0.92484663 0.        ],0.1,0.06723891273247497
699,505,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[612.53   2.47],[57.53 49.47],[0.91414202 0.04755487],[0.92496172 0.        ],0.1,0.06714285714285714
700,534,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[613.54   2.47],[57.54 49.47],[0.91425761 0.04755487],[0.92507645 0.        ],0.1,0.06704707560627675
701,287,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[614.55   2.47],[57.55 49.47],[0.91437286 0.04755487],[0.92519084 0.        ],0.1,0.06695156695156695
702,384,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[615.56   2.47],[57.56 49.47],[0.91448776 0.04755487],[0.92530488 0.        ],0.1,0.06685633001422475
703,460,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[616.57   2.47],[57.57 49.47],[0.91460231 0.04755487],[0.92541857 0.        ],0.1,0.06676136363636363
704,7,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[617.58   2.47],[57.58 49.47],[0.91471651 0.04755487],[0.92553191 0.        ],0.1,0.06666666666666667
705,439,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[618.59   2.47],[57.59 49.47],[0.91483037 0.04755487],[0.92564492 0.        ],0.1,0.06657223796033994
706,70,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[619.6    2.47],[57.6  49.47],[0.91494389 0.04755487],[0.92575758 0.        ],0.1,0.06647807637906648
707,163,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[620.61   2.47],[57.61 49.47],[0.91505706 0.04755487],[0.92586989 0.        ],0.1,0.06638418079096045
